 ,Orden del país,Trimestre,Año(aaaa)-Trimestre(t),Año(aaaa),Clasificación inversión directa,Descripción tipo inversión directa,Valor anual,Estado de la información,Periodicidad de la información
Austria,9,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"4,04497259490803",Definitivo,Trimestral
Bahamas,10,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"22,5648964284295",Definitivo,Anual
Bahamas,10,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"4,9753539526616",Definitivo,Trimestral
Barbados,11,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"114,910924059833",Definitivo,Anual
Barbados,11,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"37,9032226149419",Definitivo,Trimestral
Belice,13,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"5,322978",Definitivo,Anual
Belice,13,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,17",Definitivo,Trimestral
Bermudas,14,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"403,647081923985",Definitivo,Anual
Bermudas,14,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"130,808116950591",Definitivo,Trimestral
Bolivia,15,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,09683953184329",Definitivo,Anual
Bolivia,15,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,846614663743039",Definitivo,Trimestral
Brasil,16,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"166,676354437096",Definitivo,Anual
Brasil,16,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"14,1306912993686",Definitivo,Trimestral
Bélgica,12,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"2,99222349699163",Definitivo,Anual
Bélgica,12,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,6442873748781",Definitivo,Trimestral
Canadá,17,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"145,031918713179",Definitivo,Anual
Canadá,17,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"26,3595459188853",Definitivo,Trimestral
Chile,18,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"43,5084268652039",Definitivo,Anual
Chile,18,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-1,00270049045559",Definitivo,Trimestral
China,19,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-1,42669858761211",Definitivo,Anual
China,19,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,799931255645549",Definitivo,Trimestral
Chipre,21,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"19,3237883394855",Definitivo,Anual
Chipre,21,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"18,8787883394855",Definitivo,Trimestral
Corea del Sur,20,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-2,6661404905775",Definitivo,Anual
Corea del Sur,20,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-0,635859462431905",Definitivo,Trimestral
Costa Rica,22,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"11,2928400444118",Definitivo,Anual
Costa Rica,22,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"2,49662742335998",Definitivo,Trimestral
Cuba,23,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-0,004672",Definitivo,Anual
Cuba,23,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-0,025",Definitivo,Trimestral
Curazao,24,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,54526467523763",Definitivo,Anual
Curazao,24,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,900200112277814",Definitivo,Trimestral
Dinamarca,25,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"4,72412190964312",Definitivo,Anual
Dinamarca,25,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"3,96544562061133",Definitivo,Trimestral
Ecuador,26,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"6,97023023494502",Definitivo,Anual
Ecuador,26,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"3,31409070493522",Definitivo,Trimestral
El Salvador,27,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,442889",Definitivo,Anual
El Salvador,27,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,045942",Definitivo,Trimestral
Escocia,28,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Escocia,28,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
España,29,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1039,91350873461",Definitivo,Anual
España,29,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"228,183460801645",Definitivo,Trimestral
Estados Unidos,30,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"2873,79974830456",Definitivo,Anual
Estados Unidos,30,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"695,887558424374",Definitivo,Trimestral
Finlandia,31,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,111357",Definitivo,Anual
Finlandia,31,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-0,011156",Definitivo,Trimestral
Francia,32,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"119,567373539103",Definitivo,Anual
Francia,32,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"15,4285551448413",Definitivo,Trimestral
Gibraltar,33,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Gibraltar,33,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Grecia,34,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"7,901673",Definitivo,Anual
Grecia,34,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,921419",Definitivo,Trimestral
Guatemala,35,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,710932",Definitivo,Anual
Guatemala,35,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,291611",Definitivo,Trimestral
Honduras,36,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,13098",Definitivo,Anual
Honduras,36,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,06",Definitivo,Trimestral
Hong Kong,37,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,329108",Definitivo,Anual
Hong Kong,37,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,73221",Definitivo,Trimestral
Hungría,38,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Hungría,38,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
India,41,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,06126337915868",Definitivo,Anual
India,41,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,199188027354539",Definitivo,Trimestral
Inglaterra,42,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1505,29816077988",Definitivo,Anual
Inglaterra,42,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"513,010127512307",Definitivo,Trimestral
Irlanda⁴,45,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"3,4451219049865",Definitivo,Anual
Irlanda⁴,45,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,38544368809639",Definitivo,Trimestral
Irán,44,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Irán,44,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Isla de Man,46,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Isla de Man,46,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Islas Caimán,39,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"132,301912598932",Definitivo,Anual
Islas Caimán,39,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"16,1823861363851",Definitivo,Trimestral
Islas Vírgenes Británicas,40,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"281,534991402463",Definitivo,Anual
Islas Vírgenes Británicas,40,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"93,4601202194903",Definitivo,Trimestral
Israel,47,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"9,42327035739261",Definitivo,Anual
Israel,47,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"3,8977879554019",Definitivo,Trimestral
Italia,48,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"25,3672801839891",Definitivo,Anual
Italia,48,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"6,29296285120827",Definitivo,Trimestral
Japón,49,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"35,9841843519213",Definitivo,Anual
Japón,49,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"15,0583832818781",Definitivo,Trimestral
Jordania,50,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Jordania,50,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Kuwait,51,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Kuwait,51,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Liberia,53,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Liberia,53,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Liechtenstein,54,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Liechtenstein,54,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Lituania,55,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,007",Definitivo,Anual
Lituania,55,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Luxemburgo,56,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"173,4638488322",Definitivo,Anual
Luxemburgo,56,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"134,819666360954",Definitivo,Trimestral
Líbano,52,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,429595",Definitivo,Anual
Líbano,52,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,188892",Definitivo,Trimestral
Malasia,57,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,076601",Definitivo,Anual
Malasia,57,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
México,58,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"572,850107245482",Definitivo,Anual
México,58,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"161,343649921065",Definitivo,Trimestral
Nicaragua,59,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,3637",Definitivo,Anual
Nicaragua,59,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,054",Definitivo,Trimestral
Noruega,60,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"22,0535421294997",Definitivo,Anual
Noruega,60,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"7,58437417058055",Definitivo,Trimestral
Nueva Zelanda,61,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Nueva Zelanda,61,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Otros Países,81,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-24,0661874779271",Definitivo,Anual
Otros Países,81,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-5,68416601152376",Definitivo,Trimestral
Panamá,63,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1141,38162696901",Definitivo,Anual
Panamá,63,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"417,454101436558",Definitivo,Trimestral
Paraguay,64,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Paraguay,64,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Países Bajos,62,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"60,4100361567417",Definitivo,Anual
Países Bajos,62,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"52,8041770479433",Definitivo,Trimestral
Perú,65,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"21,6159326640948",Definitivo,Anual
Perú,65,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,92111405248419",Definitivo,Trimestral
Portugal,66,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"3,2940897083778",Definitivo,Anual
Portugal,66,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,918746892204192",Definitivo,Trimestral
Puerto Rico,67,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,61537991",Definitivo,Anual
Puerto Rico,67,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,032865",Definitivo,Trimestral
República Dominicana,69,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,342288371654182",Definitivo,Anual
República Dominicana,69,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,480672069907786",Definitivo,Trimestral
Singapur,70,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,004171860152229",Definitivo,Anual
Singapur,70,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"-0,003929446769085",Definitivo,Trimestral
Sri Lanka,71,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,016",Definitivo,Anual
Sri Lanka,71,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Sudáfrica,74,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Sudáfrica,74,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Suecia,72,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"26,4139546645674",Definitivo,Anual
Suecia,72,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"6,4585824858298",Definitivo,Trimestral
Suiza,73,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"139,670992801312",Definitivo,Anual
Suiza,73,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"29,9571059410312",Definitivo,Trimestral
Tailandia,75,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Tailandia,75,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Taiwán,76,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"1,582468",Definitivo,Anual
Taiwán,76,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"0,549986",Definitivo,Trimestral
Total paises,82,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"10564,1557959327",Definitivo,Anual
Total paises,82,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"2902,2824218363",Definitivo,Trimestral
Ucrania,77,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Anual
Ucrania,77,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Uruguay,78,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"28,978230622467",Definitivo,Anual
Uruguay,78,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"5,93325960541517",Definitivo,Trimestral
Venezuela,79,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"29,5510157424712",Definitivo,Anual
Venezuela,79,4,2008-4,2008,Países,Inversión Extranjera Directa en Colombia,"13,9577412488138",Definitivo,Trimestral
Afganistán,1,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Albania,2,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,0,Definitivo,Trimestral
Alemania,3,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"12,6290799832622",Definitivo,Trimestral
Anguilla,4,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"344,535390067281",Definitivo,Trimestral
Antillas Holandesas,5,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"0,78799074514459",Definitivo,Trimestral
Argentina,6,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"1,59263358358128",Definitivo,Trimestral
Aruba,7,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"0,029681015413414",Definitivo,Trimestral
Australia,8,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"0,706434467326392",Definitivo,Trimestral
Austria,9,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"5,21878953742037",Definitivo,Trimestral
Bahamas,10,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"4,21044931271907",Definitivo,Trimestral
Barbados,11,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"25,1292747409009",Definitivo,Trimestral
Belice,13,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"2,584467",Definitivo,Trimestral
Bermudas,14,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"86,4345807896687",Definitivo,Trimestral
Bolivia,15,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"0,1673836995906",Definitivo,Trimestral
Brasil,16,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"18,9961257259179",Definitivo,Trimestral
Bélgica,12,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"0,697925170336688",Definitivo,Trimestral
Canadá,17,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"35,4129337025044",Definitivo,Trimestral
Chile,18,3,2008-3,2008,Países,Inversión Extranjera Directa en Colombia,"8,78609329737212",Definitivo,Trimestral
